text,label,tokens,letters,embeddings
How can technology be utilized to support students with learning disabilities in the classroom?,Education,"[5269, 649, 5557, 387, 34716, 311, 1862, 4236, 449, 6975, 36801, 304, 279, 24978]","['how', ' can', ' technology', ' be', ' utilized', ' to', ' support', ' students', ' with', ' learning', ' disabilities', ' in', ' the', ' classroom']","tensor([[ 0.0031, -0.0402, -0.0135,  ...,  0.0020,  0.0047, -0.0090],
        [-0.0253,  0.0093, -0.0152,  ...,  0.0060, -0.0370, -0.0103],
        [-0.0287,  0.0122, -0.0091,  ..., -0.0031, -0.0242,  0.0114],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Detailed exploration of culturally responsive teaching practices and their effect on student achievement in diverse classrooms,Education,"[67, 10319, 27501, 315, 66963, 27078, 12917, 12659, 323, 872, 2515, 389, 5575, 26501, 304, 17226, 58216]","['d', 'etailed', ' exploration', ' of', ' culturally', ' responsive', ' teaching', ' practices', ' and', ' their', ' effect', ' on', ' student', ' achievement', ' in', ' diverse', ' classrooms']","tensor([[ 0.0117, -0.0174,  0.0009,  ...,  0.0040,  0.0058, -0.0080],
        [ 0.0147, -0.0027, -0.0428,  ...,  0.0151,  0.0240, -0.0045],
        [-0.0113,  0.0177, -0.0253,  ..., -0.0066, -0.0037,  0.0135],
        ...,
        [-0.0113,  0.0395, -0.0294,  ...,  0.0115,  0.0077,  0.0021],
        [ 0.0034,  0.0351, -0.0136,  ...,  0.0112,  0.0081,  0.0148],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Please find papers discussing neural networks for natural language processing,Computer Science,"[31121, 1505, 16064, 25394, 30828, 14488, 369, 5933, 4221, 8863]","['please', ' find', ' papers', ' discussing', ' neural', ' networks', ' for', ' natural', ' language', ' processing']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0153,  0.0419, -0.0074,  ..., -0.0068, -0.0253,  0.0019],
        [ 0.0154,  0.0322, -0.0279,  ..., -0.0101,  0.0200,  0.0079],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Research on the impact of quantum computing on algorithm efficiency,Computer Science,"[61564, 389, 279, 5536, 315, 31228, 25213, 389, 12384, 15374]","['research', ' on', ' the', ' impact', ' of', ' quantum', ' computing', ' on', ' algorithm', ' efficiency']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Papers on the development of secure software engineering practices,Computer Science,"[48393, 389, 279, 4500, 315, 9966, 3241, 15009, 12659]","['papers', ' on', ' the', ' development', ' of', ' secure', ' software', ' engineering', ' practices']","tensor([[-0.0116,  0.0100, -0.0224,  ..., -0.0189,  0.0147,  0.0099],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"A review of recent advancements in artificial intelligence for healthcare applications, including diagnostics and treatment optimization",Computer Science,"[64, 3477, 315, 3293, 83787, 304, 21075, 11478, 369, 18985, 8522, 2737, 50518, 323, 6514, 26329]","['a', ' review', ' of', ' recent', ' advancements', ' in', ' artificial', ' intelligence', ' for', ' healthcare', ' applications', ' including', ' diagnostics', ' and', ' treatment', ' optimization']","tensor([[ 0.0177, -0.0051,  0.0036,  ...,  0.0007, -0.0095, -0.0125],
        [-0.0173,  0.0289, -0.0351,  ...,  0.0051,  0.0095,  0.0060],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        ...,
        [-0.0304,  0.0056, -0.0075,  ...,  0.0167,  0.0052,  0.0221],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Study on the effectiveness of augmented reality in education and its potential implications for learning outcomes,Computer Science,"[56065, 389, 279, 27375, 315, 57088, 8903, 304, 6873, 323, 1202, 4754, 25127, 369, 6975, 20124]","['study', ' on', ' the', ' effectiveness', ' of', ' augmented', ' reality', ' in', ' education', ' and', ' its', ' potential', ' implications', ' for', ' learning', ' outcomes']","tensor([[ 0.0159,  0.0297, -0.0267,  ..., -0.0159,  0.0029,  0.0108],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0015,  0.0548, -0.0087,  ...,  0.0014,  0.0071, -0.0080],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Find research related to the ethical implications of AI algorithms in decision making processes,Computer Science,"[3990, 3495, 5552, 311, 279, 31308, 25127, 315, 16796, 26249, 304, 5597, 3339, 11618]","['find', ' research', ' related', ' to', ' the', ' ethical', ' implications', ' of', ' ai', ' algorithms', ' in', ' decision', ' making', ' processes']","tensor([[-0.0323,  0.0186, -0.0094,  ...,  0.0078, -0.0138, -0.0131],
        [ 0.0156,  0.0084, -0.0235,  ..., -0.0273, -0.0072, -0.0037],
        [-0.0118,  0.0363, -0.0192,  ...,  0.0071,  0.0084,  0.0023],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Investigate the role of edge computing in IoT architecture and its influence on data processing times,Computer Science,"[43114, 65056, 279, 3560, 315, 6964, 25213, 304, 602, 354, 18112, 323, 1202, 10383, 389, 828, 8863, 3115]","['invest', 'igate', ' the', ' role', ' of', ' edge', ' computing', ' in', ' i', 'ot', ' architecture', ' and', ' its', ' influence', ' on', ' data', ' processing', ' times']","tensor([[-0.0031,  0.0168, -0.0130,  ..., -0.0039, -0.0055, -0.0178],
        [-0.0259, -0.0148, -0.0054,  ...,  0.0096, -0.0099, -0.0100],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [-0.0197,  0.0320, -0.0060,  ..., -0.0072,  0.0156,  0.0049],
        [-0.0219,  0.0159, -0.0048,  ..., -0.0017, -0.0047,  0.0015],
        [-0.0016,  0.0428, -0.0083,  ...,  0.0047,  0.0139,  0.0057]])"
Analysis of cybersecurity threats in cloud computing environments and strategies for mitigation,Computer Science,"[35584, 315, 62542, 18208, 304, 9624, 25213, 22484, 323, 15174, 369, 66860]","['analysis', ' of', ' cybersecurity', ' threats', ' in', ' cloud', ' computing', ' environments', ' and', ' strategies', ' for', ' mitigation']","tensor([[-0.0207,  0.0061, -0.0427,  ...,  0.0033,  0.0074,  0.0130],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        [-0.0259,  0.0248, -0.0050,  ...,  0.0143, -0.0121, -0.0065],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Review of machine learning techniques for predictive analytics in finance, with a focus on risk management",Computer Science,"[19981, 315, 5780, 6975, 12823, 369, 60336, 28975, 304, 17452, 449, 264, 5357, 389, 5326, 6373]","['review', ' of', ' machine', ' learning', ' techniques', ' for', ' predictive', ' analytics', ' in', ' finance', ' with', ' a', ' focus', ' on', ' risk', ' management']","tensor([[-0.0269,  0.0298, -0.0405,  ...,  0.0037,  0.0175,  0.0030],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        [-0.0264,  0.0111,  0.0030,  ..., -0.0004, -0.0225,  0.0108],
        ...,
        [-0.0076,  0.0519, -0.0151,  ..., -0.0050,  0.0136,  0.0134],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Detailed exploration of the benefits and challenges associated with the integration of 5G technology in smart city infrastructure,Computer Science,"[67, 10319, 27501, 315, 279, 7720, 323, 11774, 5938, 449, 279, 18052, 315, 220, 20, 70, 5557, 304, 7941, 3363, 14054]","['d', 'etailed', ' exploration', ' of', ' the', ' benefits', ' and', ' challenges', ' associated', ' with', ' the', ' integration', ' of', ' ', '5', 'g', ' technology', ' in', ' smart', ' city', ' infrastructure']","tensor([[ 0.0117, -0.0174,  0.0009,  ...,  0.0040,  0.0058, -0.0080],
        [ 0.0147, -0.0027, -0.0428,  ...,  0.0151,  0.0240, -0.0045],
        [-0.0113,  0.0177, -0.0253,  ..., -0.0066, -0.0037,  0.0135],
        ...,
        [-0.0081, -0.0008, -0.0003,  ..., -0.0132,  0.0065,  0.0004],
        [-0.0287,  0.0122, -0.0091,  ..., -0.0031, -0.0242,  0.0114],
        [-0.0005,  0.0551, -0.0048,  ...,  0.0069, -0.0142,  0.0153]])"
Research on the efficacy of mRNA vaccines for infectious diseases,Medicine,"[61564, 389, 279, 41265, 315, 17767, 3458, 40300, 369, 50600, 19338]","['research', ' on', ' the', ' efficacy', ' of', ' mr', 'na', ' vaccines', ' for', ' infectious', ' diseases']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Studies on the psychological effects of chronic pain management therapies,Medicine,"[267, 58787, 389, 279, 24064, 6372, 315, 21249, 6784, 6373, 52312]","['st', 'udies', ' on', ' the', ' psychological', ' effects', ' of', ' chronic', ' pain', ' management', ' therapies']","tensor([[ 0.0191,  0.0035, -0.0047,  ...,  0.0187, -0.0070,  0.0274],
        [ 0.0126,  0.0325, -0.0330,  ..., -0.0089,  0.0154, -0.0020],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Recent advancements in telemedicine and patient outcomes,Medicine,"[47743, 83787, 304, 8122, 83543, 323, 8893, 20124]","['recent', ' advancements', ' in', ' tele', 'medicine', ' and', ' patient', ' outcomes']","tensor([[ 0.0025,  0.0511, -0.0230,  ...,  0.0143,  0.0012,  0.0013],
        [-0.0010,  0.0531, -0.0322,  ..., -0.0037, -0.0054,  0.0086],
        [-0.0005,  0.0551, -0.0048,  ...,  0.0069, -0.0142,  0.0153],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Comprehensive review of the long-term effects of hormone replacement therapy in menopausal women, including benefits and risks associated with various regimens",Medicine,"[884, 53999, 3477, 315, 279, 1317, 5098, 6372, 315, 36908, 14039, 15419, 304, 3026, 454, 80174, 3278, 2737, 7720, 323, 15635, 5938, 449, 5370, 1239, 46697]","['com', 'prehensive', ' review', ' of', ' the', ' long', 'term', ' effects', ' of', ' hormone', ' replacement', ' therapy', ' in', ' men', 'op', 'ausal', ' women', ' including', ' benefits', ' and', ' risks', ' associated', ' with', ' various', ' reg', 'imens']","tensor([[-0.0099, -0.0238, -0.0144,  ...,  0.0034, -0.0025, -0.0013],
        [-0.0083,  0.0570, -0.0353,  ...,  0.0095,  0.0084, -0.0249],
        [-0.0173,  0.0289, -0.0351,  ...,  0.0051,  0.0095,  0.0060],
        ...,
        [-0.0124,  0.0126, -0.0075,  ...,  0.0076, -0.0100, -0.0016],
        [ 0.0184, -0.0022, -0.0172,  ...,  0.0017,  0.0125,  0.0078],
        [ 0.0064,  0.0264, -0.0341,  ...,  0.0165,  0.0014,  0.0079]])"
"Exploration of the relationship between gut microbiota and mental health disorders such as depression and anxiety, highlighting therapeutic approaches",Medicine,"[30992, 7769, 315, 279, 5133, 1990, 18340, 53499, 6217, 323, 10723, 2890, 24673, 1778, 439, 18710, 323, 18547, 39686, 37471, 20414]","['expl', 'oration', ' of', ' the', ' relationship', ' between', ' gut', ' microbi', 'ota', ' and', ' mental', ' health', ' disorders', ' such', ' as', ' depression', ' and', ' anxiety', ' highlighting', ' therapeutic', ' approaches']","tensor([[-0.0123, -0.0116, -0.0177,  ...,  0.0073, -0.0260, -0.0027],
        [ 0.0047, -0.0187, -0.0166,  ...,  0.0188,  0.0050,  0.0015],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        ...,
        [-0.0080,  0.0192,  0.0113,  ..., -0.0072,  0.0078,  0.0283],
        [-0.0028, -0.0078, -0.0102,  ...,  0.0166, -0.0208, -0.0036],
        [-0.0423,  0.0143,  0.0155,  ...,  0.0101,  0.0033,  0.0216]])"
Latest trends in minimally invasive surgical techniques for orthopedic injuries,Medicine,"[19911, 18845, 304, 21877, 750, 53354, 34933, 12823, 369, 30299, 16771, 292, 15319]","['latest', ' trends', ' in', ' minim', 'ally', ' invasive', ' surgical', ' techniques', ' for', ' orth', 'oped', 'ic', ' injuries']","tensor([[-0.0302,  0.0448, -0.0098,  ...,  0.0092, -0.0080,  0.0174],
        [-0.0470,  0.0302, -0.0259,  ...,  0.0140,  0.0080,  0.0130],
        [-0.0005,  0.0551, -0.0048,  ...,  0.0069, -0.0142,  0.0153],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Analysis of genetic factors influencing the response to cardiovascular medications,Medicine,"[35584, 315, 19465, 9547, 66700, 279, 2077, 311, 41713, 31010]","['analysis', ' of', ' genetic', ' factors', ' influencing', ' the', ' response', ' to', ' cardiovascular', ' medications']","tensor([[-0.0207,  0.0061, -0.0427,  ...,  0.0033,  0.0074,  0.0130],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        [-0.0121,  0.0212, -0.0056,  ...,  0.0016,  0.0083,  0.0077],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Investigation into the correlation between sleep disorders and metabolic syndrome, focusing on treatment options and lifestyle interventions",Medicine,"[43114, 18413, 1139, 279, 26670, 1990, 6212, 24673, 323, 41861, 28439, 21760, 389, 6514, 2671, 323, 19433, 39455]","['invest', 'igation', ' into', ' the', ' correlation', ' between', ' sleep', ' disorders', ' and', ' metabolic', ' syndrome', ' focusing', ' on', ' treatment', ' options', ' and', ' lifestyle', ' interventions']","tensor([[-0.0031,  0.0168, -0.0130,  ..., -0.0039, -0.0055, -0.0178],
        [-0.0182, -0.0168,  0.0012,  ..., -0.0022,  0.0065, -0.0233],
        [-0.0076,  0.0287, -0.0072,  ...,  0.0058, -0.0157, -0.0025],
        ...,
        [-0.0028, -0.0078, -0.0102,  ...,  0.0166, -0.0208, -0.0036],
        [ 0.0078,  0.0229, -0.0004,  ...,  0.0054,  0.0069, -0.0009],
        [-0.0053,  0.0346, -0.0220,  ..., -0.0237, -0.0087, -0.0049]])"
Papers discussing the role of virtual reality in physical rehabilitation for stroke patients,Medicine,"[48393, 25394, 279, 3560, 315, 4200, 8903, 304, 7106, 44438, 369, 12943, 6978]","['papers', ' discussing', ' the', ' role', ' of', ' virtual', ' reality', ' in', ' physical', ' rehabilitation', ' for', ' stroke', ' patients']","tensor([[-0.0116,  0.0100, -0.0224,  ..., -0.0189,  0.0147,  0.0099],
        [-0.0165,  0.0195, -0.0309,  ..., -0.0002,  0.0145,  0.0004],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Examination of the impact of socio-economic factors on maternal health outcomes, including access to prenatal care and education interventions",Medicine,"[327, 27935, 315, 279, 5536, 315, 80431, 9547, 389, 50150, 2890, 20124, 2737, 2680, 311, 97128, 2512, 323, 6873, 39455]","['ex', 'amination', ' of', ' the', ' impact', ' of', ' socioeconomic', ' factors', ' on', ' maternal', ' health', ' outcomes', ' including', ' access', ' to', ' prenatal', ' care', ' and', ' education', ' interventions']","tensor([[ 0.0021, -0.0086, -0.0100,  ..., -0.0175, -0.0019, -0.0056],
        [-0.0089,  0.0206, -0.0138,  ..., -0.0011,  0.0153,  0.0015],
        [-0.0064,  0.0331, -0.0123,  ...,  0.0048, -0.0022,  0.0129],
        ...,
        [-0.0112,  0.0197,  0.0043,  ...,  0.0097,  0.0133, -0.0007],
        [ 0.0039,  0.0532, -0.0088,  ...,  0.0008, -0.0043,  0.0036],
        [-0.0028, -0.0078, -0.0102,  ...,  0.0166, -0.0208, -0.0036]])"
Please find papers on the themes of identity and belonging in contemporary poetry,Literature,"[31121, 1505, 16064, 389, 279, 22100, 315, 9764, 323, 33152, 304, 19225, 32349]","['please', ' find', ' papers', ' on', ' the', ' themes', ' of', ' identity', ' and', ' belonging', ' in', ' contemporary', ' poetry']","tensor([[-0.0105, -0.0086, -0.0150,  ..., -0.0079, -0.0047,  0.0085],
        [-0.0153,  0.0419, -0.0074,  ..., -0.0068, -0.0253,  0.0019],
        [ 0.0154,  0.0322, -0.0279,  ..., -0.0101,  0.0200,  0.0079],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Research on the portrayal of mental illness in Victorian novels,Literature,"[61564, 389, 279, 75033, 315, 10723, 17563, 304, 5310, 22865, 32963]","['research', ' on', ' the', ' portrayal', ' of', ' mental', ' illness', ' in', ' vict', 'orian', ' novels']","tensor([[ 0.0236,  0.0020, -0.0224,  ..., -0.0342, -0.0087, -0.0073],
        [-0.0096,  0.0412, -0.0109,  ...,  0.0065, -0.0015,  0.0115],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
Papers discussing the representation of gender in classic fairy tales,Literature,"[48393, 25394, 279, 13340, 315, 10026, 304, 11670, 45586, 37565]","['papers', ' discussing', ' the', ' representation', ' of', ' gender', ' in', ' classic', ' fairy', ' tales']","tensor([[-0.0116,  0.0100, -0.0224,  ..., -0.0189,  0.0147,  0.0099],
        [-0.0165,  0.0195, -0.0309,  ..., -0.0002,  0.0145,  0.0004],
        [-0.0061,  0.0250, -0.0037,  ...,  0.0250, -0.0149,  0.0196],
        ...,
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000],
        [ 0.0000,  0.0000,  0.0000,  ...,  0.0000,  0.0000,  0.0000]])"
"Comprehensive study on the narrative structure of magical realism in Latin American literature, examining key authors and their stylistic choices",Literature,"[884, 53999, 4007, 389, 279, 19775, 6070, 315, 24632, 69871, 304, 64019, 39542, 17649, 38936, 1401, 12283, 323, 872, 67473, 292, 11709]","['com', 'prehensive', ' study', ' on', ' the', ' narrative', ' structure', ' of', ' magical', ' realism', ' in', ' latin', ' american', ' literature', ' examining', ' key', ' authors', ' and', ' their', ' stylist', 'ic', ' choices']","tensor([[-0.0099, -0.0238, -0.0144,  ...,  0.0034, -0.0025, -0.0013],
        [-0.0083,  0.0570, -0.0353,  ...,  0.0095,  0.0084, -0.0249],
        [ 0.0159,  0.0349, -0.0237,  ..., -0.0022,  0.0060,  0.0169],
        ...,
        [ 0.0096,  0.0211, -0.0145,  ..., -0.0070,  0.0018,  0.0044],
        [-0.0061,  0.0276, -0.0325,  ..., -0.0025, -0.0087, -0.0129],
        [-0.0028, -0.0078, -0.0102,  ...,  0.0166, -0.0208, -0.0036]])"
